Name,Team,Rec,Yds,Tgt,Avg,TD,FstDn,Pct,Lng,Fum,FumL,Season,Wk
"Walsh, Chris",MIN,1,20,1,20,0,1,100,20,0,0,2000,102
"Mayes, Derrick",SEA,2,20,2,10,0,2,100,12,0,0,2000,102
"McCrary, Fred",SD,1,19,3,19,0,1,100,19,0,0,2000,102
"Jones, Freddie",SD,1,19,2,19,0,1,100,19,0,0,2000,102
"Hardy, Terry",ARZ,2,19,2,9.5,0,1,50,13,0,0,2000,102
"Alexander, Stephen",WSH,3,19,4,6.3,1,3,100,8,0,0,2000,102
"Brooks, Macey",CHI,2,19,2,9.5,0,0,0,12,0,0,2000,102
"Cody, Mac",ARZ,1,19,1,19,0,1,100,19,0,0,2000,102
"Brisby, Vincent",NYJ,1,18,4,18,0,1,100,18,0,0,2000,102
"Holmes, Priest",BAL,4,18,8,4.5,0,0,0,9,0,0,2000,102
"Green, Ahman",GB,4,18,4,4.5,0,1,25,8,0,0,2000,102
"Chiaverini, Darrin",CLE,1,18,1,18,0,1,100,18,0,0,2000,102
"Anderson, Mike",DEN,1,18,2,18,0,1,100,18,0,0,2000,102
"Strong, Mack",SEA,2,17,2,8.5,0,1,50,11,0,0,2000,102
"Jackson, Willie",NO,2,17,3,8.5,0,2,100,10,0,0,2000,102
"Pollard, Marcus",IND,2,17,4,8.5,1,1,50,13,0,0,2000,102
"George, Eddie",TEN,3,17,4,5.7,0,1,33.3,11,0,0,2000,102
"Clark, Desmond",DEN,2,17,2,8.5,0,1,50,11,0,0,2000,102
"Kinney, Erron",TEN,2,17,4,8.5,0,2,100,12,0,0,2000,102
"Christian, Bob",ATL,3,16,6,5.3,0,0,0,13,0,0,2000,102
"Schroeder, Bill",GB,2,16,5,8,0,1,50,15,0,0,2000,102
"Biakabutuka, Tim",CAR,1,16,2,16,0,1,100,16,0,0,2000,102
"Gonzalez, Tony",KC,2,16,2,8,0,0,0,9,0,0,2000,102
"Green, E.G.",IND,2,16,4,8,0,1,50,13,0,0,2000,102
"White, Dez",CHI,2,15,2,7.5,0,0,0,9,1,1,2000,102
"Dixon, Ron",NYG,1,15,1,15,0,1,100,15,0,0,2000,102
"Allen, James",CHI,3,14,5,4.7,0,2,66.7,8,0,0,2000,102
"Dawson, JaJuan",CLE,3,14,7,4.7,0,1,33.3,10,0,0,2000,102
"Smith, Terrelle",NO,3,14,3,4.7,0,0,0,9,0,0,2000,102
"Hape, Patrick",TB,1,13,2,13,0,1,100,13,0,0,2000,102
"Ritchie, Jon",OAK,1,13,1,13,0,1,100,13,0,0,2000,102
"Howard, Chris",JAX,2,13,3,6.5,0,1,50,10,0,0,2000,102
"Smith, Lamar",MIA,1,12,1,12,0,0,0,12,0,0,2000,102
"Groce, Clif",CIN,3,12,4,4,0,1,33.3,6,0,0,2000,102
"Brady, Kyle",JAX,2,12,3,6,0,1,50,8,0,0,2000,102
"Clark, Greg",SF,2,12,3,6,0,0,0,8,0,0,2000,102
"Comella, Greg",NYG,2,12,2,6,0,1,50,10,0,0,2000,102
"Pittman, Michael",ARZ,2,12,2,6,0,0,0,8,0,0,2000,102
"Jackson, Sheldon",BUF,1,12,2,12,0,1,100,12,0,0,2000,102
"Weaver, Jed",MIA,1,12,1,12,0,1,100,12,0,0,2000,102
"Northcutt, Dennis",CLE,1,12,1,12,0,0,0,12,0,0,2000,102
"Franks, Bubba",GB,2,12,3,6,0,0,0,7,0,0,2000,102
"Griffith, Howard",DEN,2,11,3,5.5,1,1,50,6,0,0,2000,102
"Smith, Robert",MIN,1,11,1,11,0,1,100,11,0,0,2000,102
"Carter, Tony",NE,2,11,4,5.5,0,0,0,6,0,0,2000,102
"Rhett, Errict",CLE,2,11,2,5.5,0,0,0,6,0,0,2000,102
"Morton, Chad",NO,3,11,4,3.7,0,1,33.3,11,0,0,2000,102
"Engram, Bobby",CHI,4,10,7,2.5,0,1,25,6,0,0,2000,102
"Brigham, Jeremy",OAK,2,10,3,5,0,1,50,9,0,0,2000,102
"Finneran, Brian",ATL,1,10,2,10,0,1,100,10,0,0,2000,102
"Dugans, Ron",CIN,2,10,8,5,1,1,50,6,0,0,2000,102
"Prentice, Travis",CLE,1,10,1,10,0,1,100,10,0,0,2000,102
"Miller, Bubba",PHI,1,9,1,9,0,1,100,9,0,0,2000,102
"Douglas, Dameane",PHI,1,9,3,9,0,0,0,9,0,0,2000,102
"Soward, R. Jay",JAX,2,9,9,4.5,0,0,0,5,0,0,2000,102
"Robinson, Jeff",STL,1,8,1,8,0,1,100,8,0,0,2000,102
"Jett, James",OAK,1,8,2,8,0,0,0,8,0,0,2000,102
"Mayes, Alonzo",CHI,1,8,1,8,0,0,0,8,0,0,2000,102
"Thomas, Robert",DAL,2,8,2,4,0,0,0,5,0,0,2000,102
"Kozlowski, Brian",ATL,1,6,1,6,0,1,100,6,0,0,2000,102
"McCaffrey, Ed",DEN,1,5,3,5,0,0,0,5,0,0,2000,102
"Gedney, Chris",ARZ,1,5,1,5,0,1,100,5,0,0,2000,102
"Bates, Michael",CAR,1,5,1,5,0,0,0,5,0,0,2000,102
"Emanuel, Bert",MIA,1,5,3,5,0,0,0,5,0,0,2000,102
"Kennison, Eddie",CHI,1,5,2,5,0,0,0,5,0,0,2000,102
"Edwards, Marc",CLE,1,5,1,5,1,1,100,5,0,0,2000,102
"Dunn, Warrick",TB,2,5,3,2.5,0,0,0,4,0,0,2000,102
"Simmons, Tony",NE,1,5,2,5,0,0,0,5,0,0,2000,102
"Campbell, Mark",CLE,1,5,2,5,1,1,100,5,0,0,2000,102
"Baxter, Fred",NYJ,1,4,3,4,1,1,100,4,0,0,2000,102
"Alstott, Mike",TB,1,4,2,4,0,0,0,4,0,0,2000,102
"Holcombe, Robert",STL,1,4,1,4,0,0,0,4,0,0,2000,102
"Williams, Roland",STL,1,4,1,4,1,1,100,4,0,0,2000,102
"Sloan, David",DET,1,3,3,3,0,0,0,3,0,0,2000,102
"Thomas, Thurman",MIA,1,2,1,2,1,1,100,2,0,0,2000,102
"Richardson, Tony",KC,1,2,1,2,0,0,0,2,0,0,2000,102
"Conwell, Ernie",STL,1,2,2,2,0,0,0,2,0,0,2000,102
"LaFleur, David",DAL,1,2,1,2,0,0,0,2,0,0,2000,102
"Jenkins, Ronney",SD,1,1,2,1,0,0,0,1,0,0,2000,102
"Yoder, Todd",TB,1,1,1,1,0,0,0,1,0,0,2000,102
"Moore, Dave",TB,0,0,1,-,0,0,,0,0,0,2000,102
"Cross, Howard",NYG,0,0,1,-,0,0,,0,0,0,2000,102
"Jordan, Randy",OAK,0,0,1,-,0,0,,0,0,0,2000,102
"Wells, Dean",CAR,0,0,1,-,0,0,,0,0,0,2000,102
"Anderson, Jamal",ATL,1,0,1,0,0,0,0,0,0,0,2000,102
"Shepherd, Leslie",MIA,0,0,6,-,0,0,,0,0,0,2000,102
"Rivers, Ron",ATL,0,0,1,-,0,0,,0,0,0,2000,102
"Martin, Curtis",NYJ,0,0,3,-,0,0,,0,0,0,2000,102
"Fletcher, Terrell",SD,0,0,1,-,0,0,,0,0,0,2000,102
"Battaglia, Marco",CIN,0,0,3,-,0,0,,0,0,0,2000,102
"Smith, Detron",DEN,0,0,1,-,0,0,,0,0,0,2000,102
"Hatchette, Matthew",MIN,0,0,1,-,0,0,,0,0,0,2000,102
"Chancey, Robert",SD,0,0,1,-,0,0,,0,0,0,2000,102
"Anthony, Reidel",TB,0,0,1,-,0,0,,0,0,0,2000,102
"Mangum, Kris",CAR,0,0,2,-,0,0,,0,0,0,2000,102
"Shelton, Daimon",JAX,0,0,1,-,0,0,,0,0,0,2000,102
"Broughton, Luther",PHI,0,0,2,-,0,0,,0,0,0,2000,102
"Kelly, Reggie",ATL,0,0,1,-,0,0,,0,0,0,2000,102
"Booker, Marty",CHI,0,0,1,-,0,0,,0,0,0,2000,102
"Griffin, Damon",CIN,0,0,3,-,0,0,,0,0,0,2000,102
"McGarity, Wane",DAL,0,0,1,-,0,0,,0,0,0,2000,102
"McGriff, Travis",DEN,0,0,2,-,0,0,,0,0,0,2000,102
"Konrad, Rob",MIA,0,0,3,-,0,0,,0,0,0,2000,102
"Martin, Cecil",PHI,0,0,1,-,0,0,,0,0,0,2000,102
"Streets, Tai",SF,0,0,4,-,0,0,,0,0,0,2000,102
"Kleinsasser, Jim",MIN,1,0,2,0,0,0,0,0,0,0,2000,102
"Jenkins, Martay",ARZ,0,0,1,-,0,0,,0,0,0,2000,102
"Bryson, Shawn",BUF,0,0,1,-,0,0,,0,0,0,2000,102
"Lyman, Dustin",CHI,0,0,1,-,0,0,,0,0,0,2000,102
"Canidate, Trung",STL,0,0,1,-,0,0,,0,0,0,2000,102
"Davis, Shockmain",NE,0,0,1,-,0,0,,0,0,0,2000,102
"Redmond, J.R.",NE,0,0,1,-,0,0,,0,0,0,2000,102
"Williams, James",SEA,0,0,2,-,0,0,,0,0,0,2000,102
"Smith, Emmitt",DAL,1,-1,1,-1,0,0,0,-1,0,0,2000,102
"Bruce, Isaac",STL,8,188,8,23.5,1,8,100,78,0,0,2000,103
"Morris, Sylvester",KC,6,112,6,18.7,3,5,83.3,36,0,0,2000,103
"McCardell, Keenan",JAX,10,108,14,10.8,1,5,50,21,0,0,2000,103
"Owens, Terrell",SF,6,108,11,18,1,5,83.3,32,0,0,2000,103
"Johnson, Kevin",CLE,4,97,4,24.3,0,1,25,79,0,0,2000,103
"Holt, Torry",STL,4,94,6,23.5,0,4,100,49,0,0,2000,103
"Crowell, Germane",DET,6,93,7,15.5,1,2,33.3,50,0,0,2000,103
"McDaniel, Jeremy",BUF,2,93,3,46.5,1,2,100,74,0,0,2000,103
"Brown, Tim",OAK,7,92,10,13.1,2,6,85.7,24,0,0,2000,103
"McCaffrey, Ed",DEN,7,92,10,13.1,1,4,57.1,35,0,0,2000,103
"Warren, Chris",DAL,3,86,4,28.7,1,2,66.7,76,0,0,2000,103
"Johnson, Keyshawn",TB,8,84,11,10.5,0,6,75,38,0,0,2000,103
"Robinson, Marcus",CHI,9,84,14,9.3,0,4,44.4,14,0,0,2000,103
"Patten, David",CLE,3,81,4,27,0,2,66.7,38,0,0,2000,103
"Moulds, Eric",BUF,8,78,15,9.8,1,6,75,15,0,0,2000,103
"Jefferson, Shawn",ATL,5,77,5,15.4,0,4,80,26,0,0,2000,103
"Ward, Hines",PIT,5,75,11,15,0,3,60,31,1,0,2000,103
"Warrick, Peter",CIN,5,75,11,15,0,3,60,28,0,0,2000,103
"Glenn, Terry",NE,8,69,17,8.6,1,6,75,17,0,0,2000,103
"Hayes, Donald",CAR,4,69,7,17.3,0,4,100,25,0,0,2000,103
"Horn, Joe",NO,7,68,12,9.7,0,4,57.1,17,0,0,2000,103
"Carter, Cris",MIN,7,67,10,9.6,0,3,42.9,27,0,0,2000,103
"Fletcher, Terrell",SD,7,66,9,9.4,0,3,42.9,26,0,0,2000,103
"Shaw, Bobby",PIT,3,66,4,22,0,3,100,29,0,0,2000,103
"Ismail, Raghib",DAL,3,65,5,21.7,0,2,66.7,44,0,0,2000,103
"Faulk, Marshall",STL,7,65,11,9.3,0,4,57.1,19,0,0,2000,103
"Smith, Rod",DEN,7,63,9,9,0,5,71.4,11,0,0,2000,103
"Brown, Troy",NE,7,62,9,8.9,0,2,28.6,13,0,0,2000,103
"Biakabutuka, Tim",CAR,5,62,8,12.4,0,2,40,22,1,1,2000,103
"Staley, Duce",PHI,8,62,9,7.8,0,4,50,20,0,0,2000,103
"Jackson, Darrell",SEA,5,59,9,11.8,0,4,80,25,0,0,2000,103
"Barber, Tiki",NYG,6,58,8,9.7,0,2,33.3,21,0,0,2000,103
"Sharpe, Shannon",BAL,5,56,10,11.2,0,2,40,25,0,0,2000,103
"Green, Jacquez",TB,3,56,5,18.7,0,1,33.3,43,0,0,2000,103
"Davis, Stephen",WSH,5,54,7,10.8,0,3,60,17,0,0,2000,103
"Hilliard, Ike",NYG,4,54,7,13.5,0,4,100,21,0,0,2000,103
"Sloan, David",DET,4,53,6,13.3,0,3,75,16,0,0,2000,103
"Driver, Donald",GB,2,50,4,25,0,2,100,26,0,0,2000,103
"Poole, Keith",NO,1,49,1,49,1,1,100,49,0,0,2000,103
"Dunn, Warrick",TB,3,49,3,16.3,0,2,66.7,38,0,0,2000,103
"Ayanbadejo, Obafemi",BAL,4,49,5,12.3,0,2,50,26,0,0,2000,103
"Murrell, Adrian",WSH,8,48,9,6,0,1,12.5,12,0,0,2000,103
"Alexander, Derrick",KC,4,48,8,12,0,2,50,17,0,0,2000,103
"Riemersma, Jay",BUF,3,48,3,16,0,2,66.7,26,0,0,2000,103
"Fryar, Irving",WSH,6,47,10,7.8,0,4,66.7,14,0,0,2000,103
"Smith, Lamar",MIA,3,47,3,15.7,1,3,100,28,0,0,2000,103
"Beasley, Fred",SF,4,47,5,11.8,1,1,25,29,0,0,2000,103
"Hatchette, Matthew",MIN,2,46,2,23,1,2,100,39,0,0,2000,103
"Walls, Wesley",CAR,3,45,6,15,0,3,100,21,0,0,2000,103
"Coleman, Marcus",NYJ,1,45,1,45,1,1,100,45,0,0,2000,103
"Jones, Freddie",SD,4,45,7,11.3,0,3,75,16,0,0,2000,103
"Rice, Jerry",SF,3,44,6,14.7,0,2,66.7,23,0,0,2000,103
"Martin, Curtis",NYJ,4,44,4,11,0,2,50,17,0,0,2000,103
"Gonzalez, Tony",KC,4,43,8,10.8,0,1,25,33,0,0,2000,103
"Shea, Aaron",CLE,4,43,5,10.8,1,2,50,36,0,0,2000,103
"Mathis, Terance",ATL,5,42,5,8.4,0,3,60,15,1,1,2000,103
"Smith, Jimmy",JAX,6,41,10,6.8,0,3,50,13,0,0,2000,103
"Moore, Herman",DET,5,41,7,8.2,0,4,80,13,0,0,2000,103
"Davis, Tyrone",GB,5,41,7,8.2,0,2,40,15,1,1,2000,103
"Weaver, Jed",MIA,1,41,1,41,0,1,100,41,0,0,2000,103
"Garner, Charlie",SF,5,40,7,8,1,2,40,20,0,0,2000,103
"Engram, Bobby",CHI,4,38,4,9.5,0,2,50,12,1,0,2000,103
"Streets, Tai",SF,1,38,2,38,0,1,100,38,0,0,2000,103
"Morton, Johnnie",DET,3,37,7,12.3,0,1,33.3,22,1,1,2000,103
"Chrebet, Wayne",NYJ,4,36,12,9,0,3,75,20,0,0,2000,103
"Freeman, Antonio",GB,3,35,6,11.7,0,2,66.7,16,0,0,2000,103
"Williams, Ricky",NO,5,35,5,7,0,2,40,12,0,0,2000,103
"Muhammad, Muhsin",CAR,5,34,8,6.8,1,1,20,9,0,0,2000,103
"Dillon, Corey",CIN,4,34,6,8.5,0,2,50,17,0,0,2000,103
"Dixon, Ron",NYG,1,34,1,34,1,1,100,34,0,0,2000,103
"Strong, Mack",SEA,3,33,4,11,0,1,33.3,24,0,0,2000,103
"Collins, Bobby",BUF,3,33,4,11,0,1,33.3,16,0,0,2000,103
"Thomas, Thurman",MIA,3,31,4,10.3,0,2,66.7,14,0,0,2000,103
"Comella, Greg",NYG,4,31,5,7.8,0,1,25,18,0,0,2000,103
"Yeast, Craig",CIN,3,31,5,10.3,0,1,33.3,13,0,0,2000,103
"Faulk, Kevin",NE,3,31,3,10.3,0,1,33.3,23,0,0,2000,103
"Shepherd, Leslie",MIA,3,30,4,10,0,1,33.3,19,0,0,2000,103
"Anderson, Richie",NYJ,4,29,6,7.3,0,1,25,10,0,0,2000,103
"Harris, Jackie",DAL,2,28,3,14,1,2,100,16,0,0,2000,103
"Brady, Kyle",JAX,4,27,6,6.8,0,1,25,9,0,0,2000,103
"Northcutt, Dennis",CLE,2,27,2,13.5,0,2,100,19,0,0,2000,103
"Christian, Bob",ATL,6,26,7,4.3,0,0,0,7,0,0,2000,103
"Toomer, Amani",NYG,5,26,8,5.2,0,1,20,7,0,0,2000,103
"Enis, Curtis",CHI,3,26,3,8.7,0,1,33.3,18,0,0,2000,103
"Brooks, Macey",CHI,3,26,6,8.7,0,0,0,11,0,0,2000,103
"Chiaverini, Darrin",CLE,5,26,11,5.2,0,1,20,10,1,1,2000,103
"McGee, Tony",CIN,3,23,7,7.7,0,0,0,9,0,0,2000,103
"Johnson, Patrick",BAL,2,23,3,11.5,0,1,50,14,0,0,2000,103
"Richardson, Tony",KC,4,22,5,5.5,1,3,75,10,1,0,2000,103
"Stewart, James",DET,4,22,5,5.5,0,1,25,11,0,0,2000,103
"Mili, Itula",SEA,4,22,4,5.5,1,2,50,11,0,0,2000,103
"Clark, Desmond",DEN,2,22,4,11,0,2,100,17,0,0,2000,103
"Lewis, Jamal",BAL,2,22,2,11,0,1,50,16,0,0,2000,103
"Edwards, Marc",CLE,1,21,1,21,1,1,100,21,0,0,2000,103
"Thrash, James",WSH,3,21,4,7,0,2,66.7,11,0,0,2000,103
"Alexander, Shaun",SEA,2,21,2,10.5,0,1,50,18,0,0,2000,103
"Centers, Larry",WSH,3,20,4,6.7,0,1,33.3,14,0,0,2000,103
"Johnson, Charles",PHI,3,20,3,6.7,0,1,33.3,9,0,0,2000,103
"Connell, Albert",WSH,2,20,5,10,0,1,50,12,0,0,2000,103
"Moss, Randy",MIN,2,20,6,10,0,1,50,13,0,0,2000,103
"Price, Peerless",BUF,1,20,4,20,0,0,0,20,1,1,2000,103
"Watters, Ricky",SEA,3,19,4,6.3,0,1,33.3,14,0,0,2000,103
"McCrary, Fred",SD,1,19,1,19,0,1,100,19,0,0,2000,103
"Brigham, Jeremy",OAK,1,19,1,19,0,1,100,19,0,0,2000,103
"Cross, Howard",NYG,1,18,1,18,0,1,100,18,0,0,2000,103
"Conway, Curtis",SD,2,18,9,9,0,0,0,10,0,0,2000,103
"Schroeder, Bill",GB,1,18,4,18,0,1,100,18,0,0,2000,103
"Allred, John",CHI,1,18,1,18,0,1,100,18,0,0,2000,103
"Holmes, Priest",BAL,2,18,3,9,0,1,50,18,0,0,2000,103
"Hakim, Az-Zahir",STL,2,18,4,9,0,1,50,15,0,0,2000,103
"Horne, Tony",STL,1,18,2,18,1,1,100,18,0,0,2000,103
"Dugans, Ron",CIN,2,18,6,9,0,1,50,12,0,0,2000,103
"Griffith, Howard",DEN,2,17,2,8.5,1,2,100,16,0,0,2000,103
"Brisby, Vincent",NYJ,1,17,1,17,0,1,100,17,0,0,2000,103
"Carswell, Dwayne",DEN,2,17,3,8.5,0,0,0,10,0,0,2000,103
"Mitchell, Pete",NYG,2,17,2,8.5,0,1,50,9,0,0,2000,103
"Witman, Jon",PIT,2,17,2,8.5,0,1,50,11,0,0,2000,103
"Anthony, Reidel",TB,2,17,3,8.5,0,1,50,11,0,0,2000,103
"Finneran, Brian",ATL,3,17,5,5.7,0,0,0,11,0,0,2000,103
"Martin, Cecil",PHI,2,17,2,8.5,0,1,50,11,0,0,2000,103
"Fauria, Christian",SEA,2,16,2,8,0,2,100,9,0,0,2000,103
"McWilliams, Johnny",MIN,3,16,3,5.3,1,1,33.3,8,0,0,2000,103
"Mangum, Kris",CAR,2,16,2,8,0,1,50,10,0,0,2000,103
"Green, Ahman",GB,1,16,1,16,0,1,100,16,0,0,2000,103
"Calloway, Chris",NE,1,15,2,15,0,1,100,15,0,0,2000,103
"Levens, Dorsey",GB,2,15,3,7.5,0,1,50,14,0,0,2000,103
"Wheatley, Tyrone",OAK,2,15,2,7.5,0,1,50,16,0,0,2000,103
"Alexander, Stephen",WSH,1,15,6,15,0,1,100,15,0,0,2000,103
"Ward, Dedric",NYJ,1,14,4,14,0,1,100,14,0,0,2000,103
"Olivo, Brock",DET,1,14,1,14,0,1,100,14,0,0,2000,103
"Bjornson, Eric",NE,2,13,2,6.5,0,1,50,10,0,0,2000,103
"Dudley, Rickey",OAK,1,13,2,13,0,1,100,13,0,0,2000,103
"Bynum, Kenny",SD,2,13,2,6.5,0,0,0,7,0,0,2000,103
"Clark, Greg",SF,2,13,2,6.5,0,0,0,8,0,0,2000,103
"Campbell, Dan",NYG,1,13,1,13,0,1,100,13,0,0,2000,103
"Franks, Bubba",GB,3,13,5,4.3,0,0,0,6,0,0,2000,103
"Smith, Robert",MIN,2,12,3,6,0,1,50,12,0,0,2000,103
"Anderson, Jamal",ATL,2,12,2,6,0,0,0,6,0,0,2000,103
"Kaufman, Napoleon",OAK,1,12,2,12,0,1,100,12,0,0,2000,103
"Coates, Ben",BAL,2,11,3,5.5,0,0,0,8,0,0,2000,103
"Rhett, Errict",CLE,2,11,2,5.5,0,0,0,6,0,0,2000,103
"Williams, Roland",STL,1,11,2,11,0,1,100,11,0,0,2000,103
"Gadsden, Oronde",MIA,1,11,1,11,0,1,100,11,0,0,2000,103
"Morris, Sammy",BUF,3,11,4,3.7,0,0,0,6,0,0,2000,103
"Broughton, Luther",PHI,1,10,2,10,0,1,100,10,0,0,2000,103
"Prentice, Travis",CLE,2,10,2,5,0,0,0,9,0,0,2000,103
"Burress, Plaxico",PIT,1,10,4,10,0,0,0,10,0,0,2000,103
"Taylor, Travis",BAL,2,10,4,5,0,2,100,6,0,0,2000,103
"Reed, Andre",WSH,1,9,1,9,0,0,0,9,0,0,2000,103
"Floyd, William",CAR,1,9,2,9,0,0,0,9,0,0,2000,103
"Pritchett, Stanley",PHI,1,9,1,9,0,1,100,9,0,0,2000,103
"Walsh, Chris",MIN,1,8,1,8,0,1,100,8,0,0,2000,103
"Dawkins, Sean",SEA,1,8,2,8,0,1,100,8,0,0,2000,103
"Jordan, Randy",OAK,1,8,1,8,0,0,0,8,0,0,2000,103
"Allen, James",CHI,1,8,3,8,0,1,100,8,0,0,2000,103
"Fuamatu-Ma'afala, Chris",PIT,2,8,3,4,0,0,0,8,0,0,2000,103
"Jackson, Sheldon",BUF,1,8,1,8,0,0,0,8,0,0,2000,103
"Parker, Larry",KC,1,8,1,8,0,1,100,8,0,0,2000,103
"Gaylor, Trevor",SD,1,8,3,8,0,0,0,8,0,0,2000,103
"Williams, James",SEA,1,8,1,8,0,0,0,8,0,0,2000,103
"Sellers, Mike",WSH,1,7,1,7,1,1,100,7,0,0,2000,103
"Bailey, Karsten",SEA,1,7,1,7,0,1,100,7,0,0,2000,103
"Morton, Chad",NO,1,7,1,7,0,0,0,7,0,0,2000,103
"Pupunu, Alfred",DET,1,6,1,6,0,0,0,6,0,0,2000,103
"McKnight, James",DAL,1,6,4,6,0,0,0,6,0,0,2000,103
"Schlesinger, Cory",DET,1,6,1,6,0,0,0,6,0,0,2000,103
"Byrd, Isaac",CAR,1,6,2,6,0,0,0,6,0,0,2000,103
"Stablein, Brian",DET,1,5,1,5,0,0,0,5,0,0,2000,103
"Bruener, Mark",PIT,1,5,2,5,0,0,0,5,0,0,2000,103
"Davis, John",MIN,1,5,1,5,0,1,100,5,0,0,2000,103
"Alstott, Mike",TB,1,3,1,3,0,0,0,3,0,0,2000,103
"Kleinsasser, Jim",MIN,1,3,1,3,0,0,0,3,0,0,2000,103
"Wiggins, Jermaine",NYJ,1,3,1,3,0,0,0,3,0,0,2000,103
"McDaniel, Randall",TB,1,2,2,2,1,1,100,2,0,0,2000,103
"Drayton, Troy",KC,1,2,1,2,1,1,100,2,0,0,2000,103
"Groce, Clif",CIN,1,2,1,2,0,0,0,2,0,0,2000,103
"Kennison, Eddie",CHI,1,2,2,2,1,1,100,2,0,0,2000,103
"Anderson, Mike",DEN,1,2,1,2,0,0,0,2,0,0,2000,103
"Henderson, William",GB,1,1,2,1,0,1,100,1,0,0,2000,103
"Moore, Dave",TB,0,0,3,-,0,0,,0,0,0,2000,103
"Rison, Andre",OAK,0,0,1,-,0,0,,0,0,0,2000,103
"Smith, Emmitt",DAL,1,0,2,0,0,0,0,0,0,0,2000,103
"Reed, Jake",NO,0,0,3,-,0,0,,0,0,0,2000,103
"Jett, James",OAK,0,0,2,-,0,0,,0,0,0,2000,103
"Emanuel, Bert",MIA,0,0,1,-,0,0,,0,0,0,2000,103
"Carter, Tony",NE,0,0,1,-,0,0,,0,0,0,2000,103
"Kozlowski, Brian",ATL,0,0,2,-,0,0,,0,0,0,2000,103
"Stokes, J.J.",SF,0,0,1,-,0,0,,0,0,0,2000,103
"Huntley, Richard",PIT,0,0,1,-,0,0,,0,0,0,2000,103
"Battaglia, Marco",CIN,0,0,1,-,0,0,,0,0,0,2000,103
"Goodwin, Hunter",MIA,0,0,2,-,0,0,,0,0,0,2000,103
"Van Dyke, Alex",PHI,0,0,2,-,0,0,,0,0,0,2000,103
"Lewis, Jermaine",BAL,0,0,1,-,0,0,,0,0,0,2000,103
"LaFleur, David",DAL,0,0,3,-,0,0,,0,0,0,2000,103
"Lockett, Kevin",KC,0,0,2,-,0,0,,0,0,0,2000,103
"Lewis, Chad",PHI,0,0,4,-,0,0,,0,0,0,2000,103
"Hape, Patrick",TB,0,0,2,-,0,0,,0,0,0,2000,103
"Mayes, Alonzo",CHI,0,0,1,-,0,0,,0,0,0,2000,103
"Rutledge, Rod",NE,0,0,1,-,0,0,,0,0,0,2000,103
"Ricks, Mikhael",SD,0,0,3,-,0,0,,0,0,0,2000,103
"Wilson, Robert",NO,0,0,2,-,0,0,,0,0,0,2000,103
"Kelly, Reggie",ATL,0,0,1,-,0,0,,0,0,0,2000,103
"Griffin, Damon",CIN,0,0,2,-,0,0,,0,0,0,2000,103
"Miller, Billy",DEN,0,0,1,-,0,0,,0,0,0,2000,103
"Brown, Na",PHI,0,0,1,-,0,0,,0,0,0,2000,103
"Johnson, Malcolm",PIT,0,0,1,-,0,0,,0,0,0,2000,103
"Bryson, Shawn",BUF,0,0,1,-,0,0,,0,0,0,2000,103
"Cavil, Kwame",BUF,0,0,1,-,0,0,,0,0,0,2000,103
"White, Dez",CHI,1,0,1,0,0,0,0,0,0,0,2000,103
"Lee, Charles",GB,0,0,1,-,0,0,,0,0,0,2000,103
"Moreau, Frank",KC,0,0,1,-,0,0,,0,0,0,2000,103
"Becht, Anthony",NYJ,0,0,2,-,0,0,,0,0,0,2000,103
"Pinkston, Todd",PHI,0,0,7,-,0,0,,0,0,0,2000,103
"Soward, R. Jay",JAX,0,0,1,-,0,0,,0,0,0,2000,103
"Holt, Torry",STL,3,189,3,63,2,3,100,85,0,0,2000,104
"Wilkins, Terrence",IND,9,148,11,16.4,1,6,66.7,34,0,0,2000,104
"Smith, Rod",DEN,8,134,12,16.8,0,7,87.5,25,1,1,2000,104
"Smith, Jimmy",JAX,9,132,13,14.7,2,7,77.8,31,0,0,2000,104
"McKnight, James",DAL,6,129,9,21.5,0,5,83.3,29,0,0,2000,104
"Gonzalez, Tony",KC,10,127,10,12.7,1,8,80,17,0,0,2000,104
"Connell, Albert",WSH,4,122,4,30.5,0,3,75,53,0,0,2000,104
"Pickens, Carl",TEN,2,105,10,52.5,0,2,100,67,0,0,2000,104
"Harrison, Marvin",IND,2,103,5,51.5,1,2,100,76,0,0,2000,104
"Robinson, Marcus",CHI,5,97,11,19.4,1,2,40,55,0,0,2000,104
"Schroeder, Bill",GB,4,94,8,23.5,1,3,75,55,0,0,2000,104
"Bruce, Isaac",STL,3,92,6,30.7,2,2,66.7,66,0,0,2000,104
"Hilliard, Ike",NYG,7,85,13,12.1,1,7,100,20,0,0,2000,104
"Kelly, Reggie",ATL,4,83,5,20.8,1,3,75,37,0,0,2000,104
"Mathis, Terance",ATL,8,82,12,10.3,0,6,75,26,0,0,2000,104
"Jones, Freddie",SD,8,82,14,10.3,0,4,50,28,0,0,2000,104
"Green, Jacquez",TB,1,75,5,75,0,1,100,75,0,0,2000,104
"Small, Torrance",PHI,5,74,8,14.8,0,3,60,30,0,0,2000,104
"Rice, Jerry",SF,4,73,7,18.3,2,3,75,68,0,0,2000,104
"Mason, Derrick",TEN,5,71,5,14.2,0,3,60,24,0,0,2000,104
"Jackson, Darrell",SEA,1,68,2,68,1,1,100,68,0,0,2000,104
"Reed, Jake",NO,5,67,8,13.4,0,4,80,22,0,0,2000,104
